trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_score_100,phase4_composite_score,phase4_composite_rank,phase5_score_100,phase7_score_100,phase7_trade_permission,macd_cross_state,macd_divergence_state,volume_price_divergence_state,ATR14,ATR%,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,建议总仓位%,波动分层,reason,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,source_tags,phase7_feature_trade_date,phase7_model_name,phase7_model_version,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,macd,macd_signal_line,macd_hist,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,交易日期,收盘价,patterns,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,pullback_back_half_volume_ratio,volume_ratio_20,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_volume,pullback_max_rise_tail_volume_ratio,breakdown_date,breakdown_volume_ratio_to_anchor,reclaim_date,days_to_reclaim,post_reclaim_days,连续上榜天数,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,extension_above_old_high_pct,macd_top_divergence_signal_date,distance_to_ma20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,days_after_breakout,post_breakout_max_high_extension_pct
2026-05-11,11,"=""601996""",丰林集团,0.0,pattern,True,"[""2""]",2,17.78,6.07,0,0.0,0.0,84.14,84.14,84.14,,66.76,100.0,allow,above_signal,none,none,0.1521,4.86,2.9779,2.8257,3.4343,3.5864,24.21,中等波动,"price above old high 2.85 from 2025-11-17, post_breakout=2d, vol_ratio=1.27",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1409,0.0887,0.1044,False,False,,False,False,2026-05-11,3.13,"[{""pattern_id"": 2, ""reason"": ""price above old high 2.85 from 2025-11-17, post_breakout=2d, vol_ratio=1.27"", ""close"": 3.13, ""old_high_date"": ""2025-11-17"", ""old_high_price"": 2.85, ""days_since_old_high"": 113.0, ""max_drawdown_since_old_high"": 0.2316, ""distance_to_old_high_pct"": -0.0982, ""breakout_date"": ""2026-05-07"", ""breakout_volume_ratio"": 1.2734, ""breakout_close_position"": 1.0, ""breakout_upper_shadow_pct"": 0.0, ""breakout_body_pct"": 0.8966, ""breakout_turnover"": 0.1091, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0982, ""days_after_breakout"": 2.0, ""post_breakout_max_high_extension_pct"": 0.039, ""volume_ratio_20"": 1.5296}]",,,,,1.5296,,,,,,,,,,,,,,,,,,,,,,,,,1,2025-11-17,2.85,113.0,0.2316,-0.0982,0.0982,,,,,,,,,,,,,,2026-05-07,1.2734,1.0,0.0,0.8966,0.1091,low,2.0,0.039
2026-05-11,12,"=""603912""",佳力图,-1.1168,pattern,True,"[""1""]",1,75.14,20.4,0,90.28,0.0,83.7624,76.54,83.7624,,64.06,100.0,allow,above_signal,bottom_divergence,bullish,0.6085,5.29,10.9015,10.293,12.727,13.3356,22.25,中等波动,"near old high 11.90 from 2025-08-19, distance=3.28%, drawdown=33.61%, vol20=0.76",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.3802,0.3116,0.137,False,True,2026-04-24,True,False,2026-05-11,11.51,"[{""pattern_id"": 1, ""reason"": ""near old high 11.90 from 2025-08-19, distance=3.28%, drawdown=33.61%, vol20=0.76"", ""close"": 11.51, ""old_high_date"": ""2025-08-19"", ""old_high_price"": 11.9, ""days_since_old_high"": 171.0, ""max_drawdown_since_old_high"": 0.3361, ""distance_to_old_high_pct"": 0.0328, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.7559}]",,,,,0.7559,,,,,,,,,,,,,,,,,,,,,,,,,2,2025-08-19,11.9,171.0,0.3361,0.0328,0.0,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,13,"=""000977""",浪潮信息,-0.6276,pattern,True,"[""5""]",5,19.59,13.45,0,0.0,0.0,77.31,77.31,77.31,,63.92,100.0,allow,golden_cross,none,none,3.6468,4.8,72.3532,68.7065,83.2935,86.9403,24.52,中等波动,"recent 10d high on 2026-04-27 at 75.99, MA20 touch on 2026-05-08, latest distance=0.01%, vol5_20=0.85",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,3.1334,2.9685,0.3297,False,False,,False,False,2026-05-11,76.0,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-27 at 75.99, MA20 touch on 2026-05-08, latest distance=0.01%, vol5_20=0.85"", ""close"": 76.0, ""distance_to_ma20"": 0.0655, ""volume_ratio_20"": 1.0883, ""recent_high_date"": ""2026-04-27"", ""recent_high_price"": 75.99, ""days_since_recent_high"": 7.0, ""distance_from_recent_high_pct"": 0.0001, ""ma20_slope_short_pct"": 0.0094, ""ma20_slope_long_pct"": 0.119, ""ma60_slope_short_pct"": 0.0039, ""ma60_slope_long_pct"": 0.0245, ""pullback_volume_contraction_ratio"": 0.8501, ""ma20_touch_date"": ""2026-05-08"", ""ma20_touch_distance"": 0.435}]",,,,,1.0883,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.0655,2026-04-27,75.99,7.0,0.0001,0.0094,0.119,0.0039,0.0245,0.8501,2026-05-08,0.435,,,,,,,,,
2026-05-11,14,"=""600831""",广电网络,-1.2626,phase4_top,False,,,75.11,78.03,0,90.22,96.06,114.7948,96.05,114.7948,1.0,75.01,100.0,allow,above_signal,none,bullish,0.1526,3.9,3.7574,3.6047,4.2153,4.3679,30.14,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0156,-0.0469,0.125,False,False,,True,False,2026-05-11,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,15,"=""600481""",双良节能,0.9375,phase4_top,False,,,100.0,81.89,0,60.0,96.22,114.6364,98.29,114.6364,2.0,67.68,100.0,allow,above_signal,bottom_divergence,none,0.2575,3.99,6.2025,5.9449,6.9751,7.2326,29.51,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.1767,-0.2352,0.1172,False,True,2026-05-06,False,False,2026-05-11,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,16,"=""000605""",渤海股份,0.0,phase4_top,False,,,74.61,86.78,0,89.22,86.44,114.3304,96.82,114.3304,3.0,35.35,100.0,allow,above_signal,bottom_divergence,bullish,0.2002,2.77,7.0198,6.8196,7.6204,7.8206,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0765,0.0131,0.1268,False,True,2026-04-27,True,False,2026-05-11,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,17,"=""002949""",华阳国际,1.3652,phase4_top,False,,,91.61,82.15,1,76.78,95.7,113.5764,95.95,113.5764,4.0,63.14,100.0,allow,above_signal,none,none,0.5155,3.47,14.3345,13.8189,15.8811,16.3966,33.89,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1302,0.0577,0.1449,False,False,,False,False,2026-05-11,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,18,"=""600844""",金煤科技,0.5571,phase4_top,False,,,98.76,87.08,0,62.48,85.84,113.2292,97.93,113.2292,5.0,73.37,100.0,allow,above_signal,none,none,0.2265,6.27,3.3835,3.1571,4.0629,4.2894,18.75,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.074,-0.0835,0.019,False,False,,False,False,2026-05-11,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,19,"=""000932""",华菱钢铁,0.4264,phase4_top,False,,,82.29,85.47,1,95.42,89.06,112.9708,94.65,112.9708,6.0,75.28,100.0,allow,golden_cross,bottom_divergence,bearish,0.1469,3.12,4.5631,4.4162,5.0038,5.1507,37.72,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.1815,-0.1833,0.0036,False,True,2026-04-29,False,True,2026-05-11,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,20,"=""603169""",兰石重装,-2.0971,phase4_top,False,,,78.36,90.98,0,96.72,78.04,112.8824,95.78,112.8824,7.0,57.1,100.0,allow,golden_cross,none,none,0.3746,4.22,8.4954,8.1209,9.6191,9.9937,27.86,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.4363,-0.4685,0.0644,False,False,,False,False,2026-05-11,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,21,"=""600202""",哈空调,-0.6182,phase4_top,False,,,73.0,70.45,0,86.0,80.9,112.238,95.65,112.238,8.0,76.59,100.0,allow,above_signal,bottom_divergence,none,0.1926,2.99,6.2374,6.0449,6.8151,7.0077,39.28,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1188,0.0577,0.1223,False,True,2026-04-20,False,False,2026-05-11,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,22,"=""002316""",亚联发展,1.2411,phase4_top,False,,,93.66,70.11,0,72.68,80.22,111.9608,96.52,111.9608,9.0,68.99,100.0,allow,above_signal,none,none,0.199,3.48,5.511,5.3121,6.1079,6.3069,33.76,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0559,-0.0076,0.1269,False,False,,False,False,2026-05-11,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,23,"=""600410""",华胜天成,-1.0827,phase4_top,False,,,88.46,70.95,0,83.08,81.9,111.8844,95.41,111.8844,10.0,69.45,100.0,allow,below_signal,none,bullish,1.4027,6.14,21.4373,20.0347,25.6453,27.048,19.16,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-1.0264,-0.5409,-0.971,False,False,,True,False,2026-05-11,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,24,"=""002165""",红 宝 丽,-0.4444,phase4_top,False,,,99.6,72.43,0,60.8,84.86,111.8372,96.79,111.8372,11.0,61.64,100.0,allow,golden_cross,bottom_divergence,none,0.4036,4.5,8.5564,8.1528,9.7672,10.1708,26.12,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.4048,-0.4358,0.062,False,True,2026-04-20,False,False,2026-05-11,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,25,"=""002346""",柘中股份,1.2575,phase4_top,False,,,81.21,76.99,0,97.58,93.98,111.824,92.74,111.824,12.0,70.51,100.0,allow,golden_cross,none,bullish,0.6123,3.31,17.9077,17.2954,19.7446,20.3569,35.58,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.3304,-0.3322,0.0037,False,False,,True,False,2026-05-11,18.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,26,"=""603391""",力聚热能,3.103,phase4_top,False,,,64.94,81.42,1,69.88,97.16,111.5296,94.28,111.5296,13.0,43.45,100.0,allow,above_signal,bottom_divergence,none,2.6757,3.97,64.7743,62.0986,72.8014,75.4772,29.66,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.9535,-1.3584,0.8098,False,True,2026-04-21,False,False,2026-05-11,67.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,27,"=""002232""",启明信息,-0.1099,phase4_top,False,,,77.76,78.97,0,95.52,97.94,111.2944,91.9,111.2944,14.0,72.92,100.0,allow,above_signal,bottom_divergence,none,0.4242,2.33,17.7558,17.3316,19.0284,19.4526,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0582,0.0178,0.0807,False,True,2026-05-06,False,False,2026-05-11,18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,28,"=""603768""",常青股份,-0.9836,phase4_top,False,,,57.4,74.2,0,54.8,88.4,111.242,96.25,111.242,15.0,74.1,100.0,allow,above_signal,none,bullish,0.3244,2.69,11.7556,11.4312,12.7288,13.0532,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.2334,0.1087,0.2495,False,False,,True,False,2026-05-11,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,29,"=""003003""",天元股份,-0.3566,phase4_top,False,,,81.08,89.0,0,97.84,82.0,110.8772,93.21,110.8772,16.0,58.74,100.0,allow,above_signal,bottom_divergence,bullish,0.4323,3.09,13.5377,13.1055,14.8345,15.2668,38.02,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1748,0.0638,0.2221,False,True,2026-04-28,True,False,2026-05-11,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,30,"=""002476""",宝莫股份,2.3372,phase4_top,False,,,69.24,82.96,0,78.48,94.08,110.808,93.24,110.808,17.0,69.47,100.0,allow,above_signal,bottom_divergence,none,0.1757,2.87,5.9543,5.7785,6.4815,6.6572,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.0157,-0.0466,0.0617,False,True,2026-05-11,False,False,2026-05-11,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,31,"=""600775""",南京熊猫,0.8185,phase4_top,False,,,89.3,58.6,0,81.4,57.2,110.666,97.29,110.666,18.0,63.48,100.0,allow,above_signal,bottom_divergence,none,0.4691,3.46,13.0809,12.6118,14.4882,14.9573,33.98,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.1865,-0.2891,0.2052,False,True,2026-04-23,False,False,2026-05-11,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,32,"=""600503""",华丽家族,-0.3891,phase4_top,False,,,69.2,77.99,0,78.4,95.98,110.5896,92.8,110.5896,19.0,81.14,100.0,allow,above_signal,bottom_divergence,bullish,0.0791,3.09,2.4809,2.4018,2.7182,2.7973,38.08,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0288,-0.0011,0.0599,False,True,2026-04-28,True,False,2026-05-11,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,33,"=""002455""",百川股份,-0.8679,phase4_top,False,,,99.33,86.35,0,61.34,87.3,110.3332,94.95,110.3332,20.0,59.79,100.0,allow,below_signal,none,none,0.6446,6.27,9.6354,8.9908,11.5692,12.2137,18.76,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-11,naive_bayes,trade_day_gate_phase7_v1,2026-05-11,logistic_regression,tail_risk_phase1_v1,2026-05-11,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-11,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.6348,-0.5621,-0.1454,False,False,,False,False,2026-05-11,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
